plec,wiek,waga
K,51,19.7350175830864
K,34,42.0705042779446
K,40,206.7758558234
M,35,117.062175986916
K,53,51.6546146012843
M,22,66.1630243528634
K,24,130.89638556865
K,48,2.04313095784369
M,51,38.1632469594479
M,42,82.0985565262455
M,61,82.9684940124762
K,37,4.93246670812369
M,32,53.9981574751437
K,44,124.670945941926
K,26,465.081613113113
M,18,108.873789846422
M,40,46.0811788216233
M,48,2.43068043759125
K,36,35.8002516861338
M,49,8.79246480762959
M,29,129.713500136182
M,63,53.663032874465
M,47,15.3590542264283
M,26,103.385457865477
K,80,45.451521454379
M,55,152.454281403663
M,57,103.221769440444
M,27,20.4245520601335
K,58,26.5841099442055
K,37,50.8684996515513
M,37,178.730949006023
K,57,107.292284439774
M,34,210.921297396038
M,21,115.180647819786
K,58,18.1634263135493
M,24,74.4478267575515
M,32,3.05076623335481
K,44,133.422080236943
M,62,90.2432734694956
K,31,115.715141776474
K,55,59.8236692138016
M,36,85.2677798787964
K,23,17.0316747855395
K,42,20.3305101487786
K,38,17.8213618559885
K,48,87.6314916446618
M,24,80.9142757106026
M,30,1.51933496817946
K,38,221.041640812967
M,25,11.6141687113059
M,32,123.550761766256
K,39,149.291058705309
M,50,53.9450505748391
K,30,130.245147175611
K,58,66.5993134491146
M,36,86.3270756945084
M,37,85.7961085582984
K,23,45.5444229766727
K,25,325.611725432758
K,43,64.6198488771915
M,20,210.518416529791
M,38,207.855694918873
M,53,115.37501764995
K,27,93.1351575958443
M,45,7.80283136301614
M,32,46.4552969671786
M,20,62.414497230202
M,59,3.63915277433295
M,26,124.23543408093
K,18,6.34123920463026
M,72,19.5379820652306
M,73,39.1764050815255
M,18,288.177093101626
K,54,134.628844629498
K,64,47.0109743997455
M,57,202.164983554723
K,47,283.373373648941
M,76,28.8347254793854
M,26,24.148217914626
M,45,17.8588227843478
M,40,170.243199906292
M,65,3.25198655383067
M,35,50.7212292868644
M,18,2.03762040473521
K,47,3.17776966840029
M,63,19.5633449090791
M,28,125.812612097235
K,35,112.580486010284
M,33,212.753646249387
M,23,99.878194574324
K,19,23.236884502694
M,31,82.8591898054653
M,43,177.515822826865
M,46,66.2017497699708
M,35,24.5049472432584
K,57,199.199888101759
M,38,15.5063753903487
K,29,193.112598351183
M,41,28.4664816223085
M,56,42.2575394828939
M,51,19.8726426344365
M,37,45.241717249155
K,27,433.119018723197
K,64,402.934554757035
M,71,2.08617285825312
K,31,110.08780542341
K,44,35.446115443483
M,40,24.3299528114967
K,31,1.53434286746568
K,52,440.529387046523
K,18,75.2469560183735
K,34,243.72258389971
M,43,51.045088050887
M,50,53.911390574649
K,49,27.1449005231261
M,47,35.068164113909
M,61,6.69835866428912
M,50,40.0152402440503
K,54,0.657635368406773
M,34,115.391840688409
K,62,34.9394084118776
M,32,56.2079396098852
K,24,107.702596015753
M,55,51.8741030246019
M,18,36.0852829646319
M,42,0.389565060582259
M,74,286.664543284063
K,59,28.3866474404931
M,41,7.55910314619541
K,47,1.76424796540373
M,31,110.141974497111
M,18,1.23748388141394
M,43,181.694682679119
K,55,192.135263971033
K,40,133.061560052903
M,30,185.678749895635
M,36,15.1689303271301
M,41,28.2222524285316
M,69,65.6859112437815
K,39,78.4463625604592
K,36,44.2588998470455
K,22,47.590483090813
K,49,36.4424838218838
M,39,161.324788249078
M,29,28.2220068853349
M,49,124.922393723847
K,43,17.3589316890665
M,40,92.8733825641585
K,46,79.1695372159493
K,43,144.652400343659
M,49,53.819209523499
M,55,122.326716683329
M,41,45.2652553562075
K,32,92.9711046586645
M,34,34.3423868712451
K,18,164.538205220344
K,52,45.4844906460494
M,55,100.817168220402
M,63,16.6558051459206
M,30,203.867586879971
K,57,16.1287560306811
M,21,33.9659629389644
M,53,340.820087475662
M,73,100.552095921603
M,43,16.1755500361323
K,60,218.669113385642
M,43,106.158292196215
M,27,69.7035134727967
M,30,37.1699008159339
K,27,1.23624509174759
K,59,13.5734154377133
M,26,363.50012028352
K,35,68.8665755558759
M,46,265.279355446312
M,59,161.223526188733
K,39,62.9143504425883
K,46,92.3483099746418
K,26,198.403085946086
K,49,243.881300333789
M,65,322.473906620737
M,62,40.5235555022955
K,18,166.725054002347
K,49,15.6503218691796
M,29,165.794111407342
K,18,25.6004428025335
K,46,3.17622758448124
M,37,227.785573700879
M,41,60.09794209974
M,55,80.3887390395028
M,56,13.767757313326
K,28,246.672450924728
M,51,3.84154818020761
K,18,112.304522186042
K,33,225.403849954221
K,35,55.0426682457328
K,35,159.636454915183
M,45,6.63683177774998
K,18,37.7396603114903
K,18,13.2512087242548
M,55,332.137148065453
K,31,10.4298351063338
K,24,1.25510231591761
K,36,154.676400765831
K,48,278.161581588869
K,43,2.02213770190129
M,44,432.570641090102
M,57,66.5476323105395
K,27,25.6434527691454
M,18,94.2221497143519
M,19,133.318176675112
M,43,77.5549740988875
M,35,25.8918533101678
K,18,231.651724773705
M,20,9.35566153451962
K,45,106.254766411604
M,41,22.7123370445911
K,18,58.8696527294815
K,27,154.920542231741
K,35,29.4298416657557
M,26,183.922155379298
M,52,62.9151491448283
K,35,391.858381570733
M,22,67.0206013135612
M,49,49.395924921233
M,56,11.1578012350947
K,18,235.201411495421
M,33,232.300050357792
M,19,25.1890714745969
M,52,39.2095406539738
M,39,149.838201479184
K,33,44.9642099440098
M,26,15.6008637386465
K,34,238.601424316709
M,37,21.2586497422308
K,29,45.9801732153745
K,27,60.5482320766896
K,19,110.302773406312
M,46,40.1680036060189
M,31,6.92379876765563
K,47,23.1960887555033
K,50,76.9268498633335
M,23,349.500495431735
M,36,45.205768942833
K,18,42.8528515156359
K,29,21.3419808540493
M,52,79.5285986694408
K,29,8.51242151111364
K,18,94.234207361461
M,43,106.013706787945
K,39,55.8043390046805
M,33,112.214335422487
K,18,18.6016383173691
M,36,65.6484047882259
M,39,39.4927658140659
M,37,354.181977154172
K,24,14.0270100190664
M,66,308.472631854897
K,66,16.4513283409178
K,36,319.180995209103
M,29,16.000405466184
M,25,20.2773474258333
K,45,43.3425745926797
M,24,43.5442580841482
M,24,422.814492677781
K,32,86.2209310713125
M,63,33.2523709628731
K,20,75.7197675253165
M,56,142.114740042927
M,39,458.535601545997
M,18,21.6691777927773
M,56,24.8168440070003
K,41,121.271458636494
M,35,311.217890220492
K,43,21.6190511360765
M,56,18.0514898924146
K,48,244.136661556633
K,21,112.317710924418
M,18,52.7754811104387
M,34,185.457062154057
K,49,47.4131724797189
M,44,246.364111999486
K,39,43.9304636677795
M,36,208.05785859606
K,74,21.8817328247287
M,35,36.4238373143198
K,48,52.7031124569476
M,30,27.1943433903008
K,51,27.4105682969093
M,55,1.60659863613546
M,43,415.735176743424
M,39,253.338840404961
M,26,207.941859207096
M,18,64.577479144284
M,18,19.6613439172281
K,49,538.508819200494
M,34,15.5084603509836
K,42,213.708253751013
M,36,76.9761904100788
M,61,326.537500305062
K,18,89.5111460730287
M,33,9.94397117756307
K,57,443.437578131385
K,47,1.2548972837637
M,60,10.9312827202453
K,51,35.3411774151027
M,37,8.06527716883648
K,40,11.5077905147339
M,51,26.1568564979706
M,28,54.920710148319
K,63,77.3076257626427
K,42,209.416152998976
M,52,311.666703016006
K,43,23.522710101679
M,40,217.077529407162
M,64,18.6689950161654
K,32,112.533529191734
K,37,98.4523213426483
M,56,18.3488297276199
M,46,34.2697837855667
M,18,73.2318228999985
K,56,238.12020959935
M,32,93.0311426478339
M,41,92.3810010733915
K,26,32.9458844382316
M,33,154.178345567527
K,32,88.7374947736872
M,21,39.4745847800595
M,43,96.1053811872059
M,18,30.8510276283768
M,48,121.717728483946
M,44,135.300318706305
K,29,60.2347368374467
M,28,10.7233562972397
K,32,5.51847917959094
M,57,73.1004799674166
M,78,30.2067463751882
K,34,4.55120946280658
M,40,57.0205637253821
M,32,64.8241957649589
M,42,165.918661273065
M,40,16.1383506841958
K,30,323.779634283242
K,55,79.9033084842277
M,34,31.8389419000596
M,23,120.84458740008
M,33,40.9977704752237
K,63,7.8893524604113
M,34,8.41678213328123
M,39,235.040256182168
M,43,72.9735446120513
K,38,48.0699877254665
K,39,56.4022600185126
K,37,105.842109951646
K,63,80.6637278223517
M,49,180.152037172558
K,54,182.79434609318
M,26,57.2049773298204
M,62,201.009680322352
K,33,162.00249061499
K,45,184.933132338725
M,36,62.3068943619728
K,44,70.4523122827423
K,56,216.049627015803
K,28,34.7243514843285
M,59,165.462298869135
M,38,86.0475421841157
K,30,693.083952143233
K,49,31.1834213289326
K,38,364.687369628148
K,33,75.3401593263162
K,22,18.0193528998643
M,45,151.822407721522
M,69,45.5788182366699
M,18,31.3046788539911
K,21,89.0458727213455
K,60,2.15107784606516
M,45,27.5467240717262
M,18,38.8592698145658
K,43,36.5327868610621
K,34,26.3215255885865
K,51,59.4179457519203
K,33,60.0551870651543
M,62,41.6787225287408
M,37,45.9382943343371
M,32,231.488121604709
K,42,56.2195952050388
M,41,5.66330295987427
K,36,4.81466925702989
M,32,93.5375638264132
M,46,231.490150267694
M,50,25.2655841875821
K,40,109.047020222516
M,41,195.316908279189
M,21,201.566259368303
K,39,16.4411173667759
K,18,85.1937658408685
K,38,134.224938317658
M,47,44.431420834735
K,58,171.77682228643
K,61,193.992670617046
M,47,14.6769907314872
M,32,73.3272163170434
M,58,79.9573873918939
K,54,13.3843332529068
K,48,160.299306913259
K,39,42.9423292633146
K,56,103.609855375708
M,53,15.8014664426446
M,28,111.520687286469
K,48,38.5576644912362
M,77,121.621890734406
K,37,256.309984798048
K,33,51.3923559803516
M,48,172.287761784139
K,58,8.9788886718452
K,23,128.407246894659
K,62,14.3048848956823
M,41,136.301288656415
K,40,17.2680437634598
M,55,67.0578421559185
K,35,52.1283214446157
K,58,56.7653775812677
M,50,118.626800361545
M,60,25.4152711480856
K,39,200.104975878241
K,38,19.8019630741328
M,23,139.3448010003
M,25,12.1845508925617
K,39,47.8498379699886
K,23,52.5532645639032
M,52,69.336915570767
M,18,45.8496921695769
K,56,84.0638277078879
M,26,124.93150056851
K,33,56.2967716276727
K,25,44.7572772856802
K,41,35.7929157558829
K,50,51.6146564856172
K,48,96.5134309562755
K,48,21.0520203104027
M,50,32.4884905479848
M,32,32.7131292782724
K,39,235.343386937311
M,78,163.116410775308
K,47,14.3563039600849
M,53,8.77674245275557
K,34,303.363684301604
K,19,27.890371857211
M,23,83.5188456996742
K,72,22.9658771771938
K,44,208.813674176548
M,25,236.580516391536
M,34,259.690610493038
K,37,65.5630230903626
K,66,239.548077235434
K,43,79.4189788392929
M,44,0.262470683082938
M,38,58.6595084983856
M,44,39.1079624649137
K,50,47.4891003221273
K,42,98.9839867646706
M,38,167.497702101072
M,43,82.7039443845761
M,41,128.655443895133
K,27,114.081999282808
M,34,289.907332492952
K,29,156.179948515239
K,28,18.9058766169402
K,18,46.4236193336546
M,66,93.9612105446768
K,46,152.979436359132
K,53,94.4296868475986
K,50,129.843237526239
K,29,4.63672116989336
M,39,35.6030404351625
K,22,183.537636502626
K,18,178.656309374786
K,41,687.684915735762
M,45,61.0006921458989
K,47,14.798325076236
M,56,331.491519493942
K,18,151.205397575142
K,39,30.3497305605561
K,25,133.251157957585
K,38,34.1051724273712
M,58,106.070012129368
K,37,30.1647999323681
K,43,12.1038744839559
M,35,35.4587191250175
M,23,157.349308571758
M,30,96.089408821882
K,18,47.5921918638051
M,18,294.269019133822
M,39,316.005062592643
M,58,10.7727690599859
K,33,5.89026237631987
K,31,144.020713857355
M,35,122.33123199902
K,54,6.19194572791457
M,39,178.578691734912
K,50,92.7397621753526
K,77,92.7964222575438
K,55,45.9292513784021
M,41,12.0583777781576
K,61,192.560682809892
K,36,90.7658529425872
M,47,15.2998066618803
M,29,15.8219940494746
M,24,290.417572839146
K,35,56.8185701500625
M,21,182.188886209371
M,58,68.9804662950337
K,29,113.614437911184
M,74,99.1151583719609
K,60,162.697926684059
K,70,113.859455283256
M,18,21.5704109054059
M,34,314.963216618625
K,50,53.3771335147321
M,40,182.672260879519
M,18,248.445562573387
K,50,14.5158993888429
K,25,264.596808130357
K,46,3.67496383845506
M,71,272.954677591536
K,48,38.5542681906372
K,22,174.131882554832
K,47,14.1085524111986
K,30,121.636290192128
M,54,173.225859905625
K,55,183.111444479766
M,35,200.234408109429
K,74,72.4992632823897
M,46,53.4069552551955
M,51,29.3314361013472
K,54,174.809159702602
K,69,21.8984864652157
M,58,84.924963076559
K,45,33.1729824189097
K,47,182.926589614692
K,38,0.31999551896056
M,61,79.8883832949114
K,42,87.4348333663527
K,39,80.6456787940139
K,42,122.644432071121
M,28,36.6093358956277
K,51,4.76655778475106
M,39,234.211975509737
K,20,12.4642630065218
M,45,142.359788521173
K,51,92.9366550366295
M,27,33.894068794325
K,39,245.162733640098
M,20,148.715387519209
K,29,155.977884027472
M,54,4.43453784515406
K,22,161.427141158822
M,43,77.3463572333467
K,56,239.401616702292
M,37,55.9507832862437
M,36,33.5232072975487
K,26,101.23249226761
K,47,28.8392923772335
K,27,187.635249077323
K,39,149.311769858691
K,44,412.228307665742
K,34,338.619019074326
M,34,18.9139727968723
M,59,50.52102166228
K,63,10.5250076390803
K,76,191.52193517109
M,33,101.129191271485
M,50,63.1367477348057
K,48,201.945320508423
M,30,86.7260191804782
K,34,124.896464772047
K,43,22.6886978838593
M,34,113.601927175642
M,45,13.0143096204847
K,30,70.1881238217366
K,78,41.3356080185622
M,22,173.534580505022
K,52,31.3830984290689
K,39,47.2678606864065
M,56,17.5202773883939
M,71,354.775174499905
M,59,52.8792200610042
M,31,126.267502266438
M,43,288.205011420466
M,29,16.4311561733484
M,19,87.4670104081643
M,71,10.3493293747306
K,47,90.8258350524021
M,44,31.0238943644121
M,32,37.1476929246829
K,45,109.556431429899
K,40,22.5840317551047
M,21,76.0554659138334
K,27,196.913842135838
M,38,15.9030951722217
M,28,46.1559864384171
K,65,126.061431593717
K,23,68.6266236938536
K,28,238.733639741752
M,34,304.620299471502
K,38,96.4791147927654
K,26,162.853273253364
K,38,548.984514333704
M,39,14.939576620236
K,28,19.1691905260086
M,53,99.8837701022651
M,32,158.804794892597
M,30,63.920320244506
K,25,287.214603330148
K,36,45.3915629070252
K,27,8.49905280044926
M,30,243.937141621921
M,37,117.387610204042
M,41,24.0493929226806
K,44,144.046385408185
K,54,31.0884356033057
K,59,121.364203929426
M,40,49.5061821769923
K,47,17.399329924956
K,45,104.176562647791
M,24,34.0733431279659
K,46,117.870642520012
K,35,7.2620905420206
M,62,167.067542724107
K,36,158.052287054743
K,56,147.491959287765
M,31,25.5656056571752
K,18,12.8971666097641
K,56,35.7542914498229
M,65,213.845726648781
K,24,26.1662364471704
M,18,148.077504052088
M,34,338.75252668334
M,29,221.100235713977
M,78,19.6350468788296
K,43,44.4725862704218
M,36,136.172886747391
K,64,6.60056034103036
M,34,202.613490625265
K,41,106.603624946894
K,46,16.5516059380025
K,29,15.3650223277509
M,39,50.1496104057878
K,45,85.3478589984489
M,43,45.3708364132243
M,53,104.248751687857
M,47,128.976286105336
K,44,217.842526162479
M,28,23.7194871529937
K,50,189.170405260267
M,54,53.0678877141327
M,38,5.87908033434426
K,23,43.4075688943267
M,38,79.0762106845987
K,36,88.5812252259411
K,47,14.7113221773624
M,43,13.5168961273468
M,19,65.6592097133398
M,72,192.404328278246
K,20,147.457549526336
M,41,23.2452635187656
K,61,96.4667055543531
K,18,145.019226885381
M,45,194.072809248211
M,52,146.100675306263
K,36,217.565629277095
K,19,76.8672427120519
K,29,69.077017204836
K,55,0.0563411425194604
K,33,23.3845832757652
K,36,305.4561920296
K,43,0.975510105620451
K,54,56.4662067685276
K,36,58.3337346557528
K,58,149.715778036954
K,25,17.1333313019054
K,44,135.984785850616
K,73,193.981973818483
K,42,252.487524027441
M,46,29.5569536276162
K,42,191.011079764905
K,73,161.816870412769
M,33,3.76245547086001
M,34,55.421665078029
M,33,11.9906958242915
M,32,298.584138962731
K,45,146.661354120469
M,75,152.285050033572
K,53,95.4691022592497
M,35,54.4445359613746
M,42,198.310284866932
M,30,101.75345884216
K,43,138.129533078046
K,56,41.3056701205584
M,30,134.055055859954
M,18,4.00509834289551
K,38,65.9117914135865
M,37,88.2120585027051
M,38,420.91888671083
M,57,25.7248525042087
K,52,107.191217394146
K,36,113.762889146329
M,57,74.737163535775
M,50,3.91145465940144
K,32,8.09530258057032
M,68,86.1611910122347
K,44,73.7458139109997
M,31,76.5543128321779
M,33,40.9017144402848
K,51,89.1397856974888
K,23,43.2324190624058
K,39,16.88887261679
K,28,164.617664544823
M,58,18.6630298383534
M,47,33.0051919445395
M,77,22.0655403099954
K,41,109.04301860881
M,38,104.354946963013
M,18,93.8083842469211
M,18,11.2898764217549
K,43,34.1855108272284
M,45,137.117872662367
M,49,39.2487327102572
M,27,130.159727572919
